courseId,title,instructor,platform,category,rating,url
975906,The Sass Course! Learn Sass for Real-World Websites,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/learn-sass/
951060,Web Design How to Create a Website HTML CSS Bootstrap,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/how-to-create-a-website-html-css-bootstrap/
1142202,Master Angular 4 by Example - Build 7 Awesome Apps!,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learn-angular-4/
159760,Create A Custom Responsive WordPress Website For A Client,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/create-custom-responsive-wordpress-website-client/
30243,Mastering HTML5 Programming - The Easier Way,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/html5-programming-tutorials/
566910,How to Launch Your Own Website Builder Service,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/how-to-launch-your-own-website-builder-service/
783158,Getting Started with HTML,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/html-basics-course/
554384,Spring Framework 4 (Java Enterprise JEE) with AngularJS,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/java-spring-mvc-framework-with-angularjs-by-google-and-html5/
1027812,Build A Weather App With Ajax Using Open Weather Map API,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/build-a-weather-app-with-ajax-using-open-weather-map-api/
607048,Essentials of JavaScript Practice Coding Exercises Tips,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/essentials-of-javascript-practice-coding-exercises-tips/
704732,Learn and Earn with HTML & CSS,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/learn-and-earn-with-html-css/
574876,Get started Creating Websites Everything you need provided,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/get-started-creating-websites-everything-you-need-provided/
803378,JavaScript in Action JavaScript Projects,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/javascript-in-action-learn-javascript-projects/
715516,Modern Web Development with Laravel 5.2 (PHP Framework),Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/modern-web-development-with-laravel/
101864,Programming for Entrepreneurs - JavaScript,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/javascript-tutorial/
682484,Create a Website from Scratch using HTML CSS step by step,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/create-a-website-from-scratch-using-html-css-in-1-hour/
657734,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/ajaxcourse/
797038,Learn jQuery by Example Course,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/complete-jquery-course/
1099956,Bootstrap 4 Theme Development Masterclass,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/bootstrap-theme-development-masterclass/
1211800,Wordpress Theme Development for Beginners,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/wordpress-theme-development-for-beginners/
958750,Web Design Creating websites from scratch,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/web-design-creating-websites-from-scratch/
